delete_reason,batch,Final label,Confidence,Keywords
"sudah tidak aktif. beberapa masalah inter personal dengan member lain, belum diselesaikan",batch : 42 of 48 row: 6,alasan_DATE,80%,"masalah interpersonal, member lain, tidak aktif"
S2 ke luar negeri,batch : 42 of 48 row: 7,perbedaan_musim_kehidupan,90%,"S2, luar negeri, jenjang studi"
member pindah ke bali tapi masih keep contact,batch : 42 of 48 row: 8,lokasi,85%,"pindah Bali, relokasi, keep contact"
Ruth mengajukan pengunduran diri krn sedang mengalami masalah dgn date member lain. Tujuan pengunduran diri ini adalah agar bs fokus utk menyelesaikan masalah yg sedang terjadi.,batch : 42 of 48 row: 9,alasan_DATE,85%,"masalah date member, pengunduran diri, fokus"
Sudah meninggal dunia,batch : 42 of 48 row: 10,others,95%,"meninggal dunia, wafat, deceased"
Move to Kualalumpur,batch : 43 of 48 row: 1,lokasi,95%,"Kualalumpur, pindah, relokasi"
mau keluar dari DATE karena sedang fokus mengurus pernikahan. tidak fokus ke DATE dulu. setelah menikah mau ke married couple,batch : 43 of 48 row: 2,perbedaan_musim_kehidupan,92%,"pernikahan, fokus, married couple"
mau regis ulang pk email lain,batch : 43 of 48 row: 3,Admin,88%,"regis ulang, email, administratif"
testing,batch : 43 of 48 row: 4,others,85%,"testing, tidak jelas"
ingin mencoba date lain karna ada perbedaan pendapat dengan DL,batch : 43 of 48 row: 5,alasan_DATE,90%,"perbedaan pendapat, DL, date lain"
sdh ada terdaftar dalam email yg berbeda,batch : 43 of 48 row: 6,Admin,92%,"terdaftar, email berbeda, duplikat"
pindah ke luar negeri,batch : 43 of 48 row: 7,lokasi,98%,"luar negeri, pindah, relokasi"
lanjut studi S3 di Hongkong,batch : 43 of 48 row: 8,perbedaan_musim_kehidupan,95%,"S3, Hongkong, studi"
lanjutkan studi S3 di Hongkong (HKUST),batch : 43 of 48 row: 9,perbedaan_musim_kehidupan,96%,"S3, HKUST, studi"
Mau mencoba mencari cari date lain,batch : 43 of 48 row: 10,alasan_DATE,85%,"date lain, mencari, pindah"
date leader rubah ke merried couple,batch : 44 of 48 row: 1,alasan_DATE,85%,"date leader, married couple, perubahan"
Memutuskan untuk keluar DATE,batch : 44 of 48 row: 2,alasan_DATE,90%,"keluar DATE, keputusan"
pindah ke DATE lain,batch : 44 of 48 row: 3,alasan_DATE,88%,"pindah DATE, lain"
menikah dan menetap di Bali,batch : 44 of 48 row: 4,perbedaan_musim_kehidupan,92%,"menikah, menetap, Bali"
double profile,batch : 44 of 48 row: 5,Admin,85%,"double profile, administratif"
personal,batch : 44 of 48 row: 6,others,70%,"personal, tidak jelas"
sudah terdaftar sebelumnya,batch : 44 of 48 row: 7,Admin,88%,"terdaftar sebelumnya, duplikat"
orang tua date member,batch : 44 of 48 row: 8,others,75%,"orang tua, member, ambigu"
merasa tdk nyaman karena status dan merasa sulit untuk beradaptasi.,batch : 44 of 48 row: 9,alasan_DATE,82%,"tidak nyaman, status, adaptasi"
Pindah ke Australia (Port Macquarie),batch : 44 of 48 row: 10,lokasi,95%,"pindah Australia, relokasi"
Pindah ke Australia (Port Macquarie),batch : 45 of 48 row: 1,lokasi,95%,"pindah, Australia, relokasi"
DM ganti HP dan email baru?,batch : 45 of 48 row: 2,Admin,85%,"ganti HP, email baru, data change"
saat ini karena masih punya anak baby jdi masih belum bisa komiymen untuk tiap minggu datang. hanya bisa sesekali hadir,batch : 45 of 48 row: 3,perbedaan_musim_kehidupan,90%,"anak baby, fase hidup, komitmen"
sudah pindah ke luar kota secara permanen,batch : 45 of 48 row: 4,lokasi,95%,"pindah, luar kota, permanen"
pindah ke Bali,batch : 45 of 48 row: 5,lokasi,95%,"pindah, Bali, relokasi"
pindah negara,batch : 45 of 48 row: 6,lokasi,95%,"pindah, negara, luar negeri"
Study di America,batch : 45 of 48 row: 7,perbedaan_musim_kehidupan,90%,"study, America, jenjang studi"
sedang study di Amerika,batch : 45 of 48 row: 8,perbedaan_musim_kehidupan,90%,"study, Amerika, jenjang studi"
tidak tertanam di jpcc,batch : 45 of 48 row: 9,tertanam_di_gereja_lain,85%,"tidak tertanam, JPCC, gereja lain"
Tidak tertanam di jpcc,batch : 45 of 48 row: 10,tertanam_di_gereja_lain,85%,"tidak tertanam, JPCC, gereja lain"
"tidak pernah hadir kurang lebih 2½ tahun terakhir, sibuk dengan pekerjaan dan persiapan beasiswa S2, sering di kontak dan menginformasikan akan hadir tetapi tetap tidak muncul. secara keinginan bertumbuh sebenarnya ada, tetapi tidak terlihat dari kerinduan utk benar² hadir dalam pertemuan date.",batch : 46 of 48 row: 1,perbedaan_musim_kehidupan,75%,"sibuk pekerjaan, persiapan S2, tidak hadir konsisten"
"tertanam dan melayani di gereja lain, tidak pernah hadir 2 ½ tahun terakhir, perbedaan musim kehidupan (waktunya sangat sibuk dengan pekerjaan). prioritas menemani mama sejak papanya kembali ke rumah Bapa.",batch : 46 of 48 row: 2,tertanam_di_gereja_lain,85%,"tertanam melayani gereja lain, prioritas mama, tidak hadir 2.5 tahun"
"tidak pernah hadir, sulit terhubung (sudah dikontak tapi tidak ada respon), 3 tahun lalu hadir tapi tidak bisa full focus karena tanggung jawab pekerjaan",batch : 46 of 48 row: 3,tidak_ada_respon,80%,"sulit terhubung, tidak ada respon, tidak pernah hadir"
ditempatkan ke luar negeri,batch : 46 of 48 row: 4,lokasi,95%,"luar negeri, ditempatkan, relokasi"
pindah k Surabaya,batch : 46 of 48 row: 5,lokasi,95%,"pindah Surabaya, luar kota, relokasi"
double,batch : 46 of 48 row: 6,Admin,90%,"double, duplikat data, error administratif"
sudah tidak beribadah secara rutin ke jpcc,batch : 46 of 48 row: 7,others,60%,"tidak rutin, ambigu, tidak jelas alasan"
request untuk keluar Date setelah 2 minggu tidak hadir Date. Ditanya alasannya ga cocok dengan Date ini dan ditawarkan bantuan untuk cari Date lain juga tidak mau.,batch : 46 of 48 row: 8,alasan_DATE,85%,"tidak cocok DATE, request keluar, konflik DATE"
pindah ke luar kota,batch : 46 of 48 row: 9,lokasi,95%,"pindah luar kota, relokasi, geografis"
-,batch : 46 of 48 row: 10,others,95%,"tidak ada data, kosong, insufficient info"
pindah tempat tinggal dan pindah greja,batch : 47 of 48 row: 1,lokasi,85%,"pindah tempat tinggal, pindah gereja, relokasi"
meninggal dunia,batch : 47 of 48 row: 2,others,95%,"meninggal dunia, wafat"
Needed some space and time due to family/marrital problem.,batch : 47 of 48 row: 3,perbedaan_musim_kehidupan,75%,"family problem, marital issue, space needed"
perubahan musim kehidupan dari DL nya.,batch : 47 of 48 row: 4,perbedaan_musim_kehidupan,90%,"perubahan musim kehidupan, fase hidup"
Want to find a different community after getting married,batch : 47 of 48 row: 5,perbedaan_musim_kehidupan,85%,"married, different community, life change"
Moved to another church due to family reasons,batch : 47 of 48 row: 6,tertanam_di_gereja_lain,80%,"moved to another church, family reasons"
Moved to another church due to family reasons,batch : 47 of 48 row: 7,tertanam_di_gereja_lain,80%,"moved to another church, family reasons"
Moved to another church due to family reasons,batch : 47 of 48 row: 8,tertanam_di_gereja_lain,80%,"moved to another church, family reasons"
date leader rubah ke date merried couple,batch : 47 of 48 row: 9,alasan_DATE,85%,"date leader, married couple, DATE change"
"Bukan Member date, Nesya mendaftarkan sbagai suami padahal mereka belum menikah",batch : 47 of 48 row: 10,Admin,80%,"data error, belum menikah, administrative issue"
"Kesalahan sy. Status Eka adl br mulai visit di date. jadi shrsnya accept as probation, bukannya DM",batch : 48 of 48 row: 1,Admin,95%,"kesalahan administratif, probation, status"
already move to other date for 2 years,batch : 48 of 48 row: 2,alasan_DATE,90%,"pindah DATE, 2 tahun, date lain"
have not been joining for more than 1 year,batch : 48 of 48 row: 3,tidak_ada_respon,85%,"tidak join, 1 tahun, missing"
going abroad to UK to work and live there together with his wife Maria.,batch : 48 of 48 row: 4,lokasi,95%,"abroad, UK, relokasi"
going abroad to UK to work and live there together with her husband David.,batch : 48 of 48 row: 5,lokasi,95%,"abroad, UK, relokasi"
terdaftar dengan 2 akun di date,batch : 48 of 48 row: 6,Admin,90%,"2 akun, duplikat, administratif"
