delete_reason,batch,Final label,Confidence,Keywords
tidak sesuai dengan value DL dan ingin mencari DATE lain,batch : 46 of 48 row: 2,alasan_DATE,100%,"DATE, lain, DL"
etc,batch : 46 of 48 row: 3,others,100%,"etc, unknown, etc"
Move to Bali,batch : 46 of 48 row: 4,lokasi,100%,"Move, Bali, pindah"
ibadah di gereja lain..,batch : 46 of 48 row: 5,tertanam_di_gereja_lain,100%,"gereja, lain, ibadah"
pindah domisili,batch : 46 of 48 row: 6,lokasi,100%,"pindah, domisili, lokasi"
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 7,alasan_DATE,100%,"DATE, Depok, berkomitmen"
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 8,alasan_DATE,100%,"DATE, Depok, berkomitmen"
Pindah Kerja,batch : 46 of 48 row: 9,perbedaan_musim_kehidupan,100%,"Pindah, Kerja, karier"
seharusnya masih probation,batch : 46 of 48 row: 10,Admin,100%,"probation, still, seharusnya"
pindah ke Sydney,batch : 47 of 48 row: 1,lokasi,100%,"pindah, Sydney"
pindah ke date lain,batch : 47 of 48 row: 2,alasan_DATE,100%,"pindah, date"
"kiki merasa ada konflik dgn DM lainnya namun ketika ingin diselesaikan bersama dengan 1 on 1, kiki mengatakan kalau tidak bersedia dan memilih keluar dari DATE. sangat disayangkan namun kami juga telah menyampaikan dan menghormati keputusan ybs",batch : 47 of 48 row: 3,alasan_DATE,100%,"konflik, DATE"
Ingin mencari date baru,batch : 47 of 48 row: 4,alasan_DATE,100%,"cari, date"
other,batch : 47 of 48 row: 5,others,100%,other
sudah lama tdk pernah hadir dan tanpa info,batch : 47 of 48 row: 6,tidak_ada_respon,100%,"tdk, hadir"
"pindah rumah, shg lokasi date jauh dari rumah",batch : 47 of 48 row: 7,lokasi,100%,"pindah, rumah"
DATE saat ini bukan prioritas untuk Nita,batch : 47 of 48 row: 8,alasan_DATE,100%,"prioritas, DATE"
other,batch : 47 of 48 row: 9,others,100%,other
meninggal dunia,batch : 47 of 48 row: 10,others,100%,meninggal
salah klik accept 2x,batch : 48 of 48 row: 1,Admin,90%,"salah, klik, accept"
Mau ganti Akun,batch : 48 of 48 row: 2,others,80%,"ganti, Akun"
Devi pindah ke Bali for good,batch : 48 of 48 row: 3,lokasi,100%,"pindah, Bali"
other,batch : 48 of 48 row: 4,others,100%,other
other...,batch : 48 of 48 row: 5,others,100%,other
Andrew mencari DATE yg full onsite,batch : 48 of 48 row: 6,alasan_DATE,90%,"DATE, onsite"
