delete_reason,batch,Final label,Confidence,Keywords
sudah tidak beribadah secara rutin ke jpcc,batch : 46 of 48 row: 7,others,60%,"tidak beribadah, rutin, jpcc"
request untuk keluar Date setelah 2 minggu tidak hadir Date. Ditanya alasannya ga cocok dengan Date ini dan ditawarkan bantuan untuk cari Date lain juga tidak mau.,batch : 46 of 48 row: 8,alasan_DATE,90%,"tidak cocok, Date, request keluar"
pindah ke luar kota,batch : 46 of 48 row: 9,lokasi,100%,"pindah, luar kota, relokasi"
-,batch : 46 of 48 row: 10,others,0%,"tidak ada informasi, kosong, unknown"
pindah tempat tinggal dan pindah greja,batch : 47 of 48 row: 1,lokasi,90%,"pindah, tempat, tinggal"
meninggal dunia,batch : 47 of 48 row: 2,others,100%,"meninggal, dunia"
Needed some space and time due to family/marrital problem.,batch : 47 of 48 row: 3,perbedaan_musim_kehidupan,80%,"family, marital, problem"
perubahan musim kehidupan dari DL nya.,batch : 47 of 48 row: 4,perbedaan_musim_kehidupan,90%,"perubahan, musim, kehidupan"
Want to find a different community after getting married,batch : 47 of 48 row: 5,perbedaan_musim_kehidupan,95%,"menikah, community, married"
Moved to another church due to family reasons,batch : 47 of 48 row: 6,tertanam_di_gereja_lain,95%,"moved, church, family"
Moved to another church due to family reasons,batch : 47 of 48 row: 7,tertanam_di_gereja_lain,95%,"moved, church, family"
Moved to another church due to family reasons,batch : 47 of 48 row: 8,tertanam_di_gereja_lain,95%,"moved, church, family"
date leader rubah ke date merried couple,batch : 47 of 48 row: 9,alasan_DATE,90%,"date, leader, merried"
"Bukan Member date, Nesya mendaftarkan sbagai suami padahal mereka belum menikah",batch : 47 of 48 row: 10,alasan_DATE,95%,"date, nesya, mendaftarkan"
"Kesalahan sy. Status Eka adl br mulai visit di date. jadi shrsnya accept as probation, bukannya DM",batch : 48 of 48 row: 1,Admin,100%,"Kesalahan, probation, DM"
already move to other date for 2 years,batch : 48 of 48 row: 2,alasan_DATE,100%,"move, other, date"
have not been joining for more than 1 year,batch : 48 of 48 row: 3,tidak_ada_respon,80%,"not, joining, year"
going abroad to UK to work and live there together with his wife Maria.,batch : 48 of 48 row: 4,lokasi,100%,"abroad, UK, work"
going abroad to UK to work and live there together with her husband David.,batch : 48 of 48 row: 5,lokasi,100%,"abroad, UK, work"
terdaftar dengan 2 akun di date,batch : 48 of 48 row: 6,Admin,100%,"akun, date, terdaftar"
