delete_reason,batch,Final label,Confidence,Keywords
syatem eror,batch : 42 of 48 row: 7,Admin,90%,"system error, kesalahan teknis"
daftar ulang,batch : 42 of 48 row: 8,Admin,88%,"daftar ulang, administratif"
"Mau mencari Date lain krn season sdh berbeda, Leo jg sdh info bahwa akan mencari Date lain",batch : 42 of 48 row: 9,alasan_DATE,92%,"cari DATE lain, season berbeda, pindah DATE"
Pindah keyakinan,batch : 42 of 48 row: 10,others,85%,"pindah keyakinan, alasan pribadi"
"mau mencari Date yang lebih cocok, lebih sering onsite",batch : 43 of 48 row: 1,alasan_DATE,85%,"cari DATE cocok, onsite, DATE preference"
Pindah ke negara lain,batch : 43 of 48 row: 2,lokasi,95%,"pindah negara, relokasi, luar negeri"
salah masuk DATE,batch : 43 of 48 row: 3,alasan_DATE,90%,"salah masuk, DATE error, wrong group"
beda lokasi dan lbh ke gereja istri,batch : 43 of 48 row: 4,lokasi,88%,"beda lokasi, gereja istri, relokasi"
ybs sudah meninggal dunia,batch : 43 of 48 row: 5,others,95%,"meninggal, wafat, deceased"
Double,batch : 43 of 48 row: 6,Admin,85%,"double, duplikasi, error"
"Yosep dan Putri pada dasarnya adalah pasangan yg baik, sudah bergabung dengan kami kurang lebih 4 tahun dan berjalan seirama.

Dlm perjalanannya mereka memiliki kedekatan dengan salah satu DM (couple) yang baru join date 6 bulan, dan DM yg baru ini punya keinginan utk melayani.

Dlm prosesnya kami melihat ada excess baggage yg membuat overweight kehidupan DM yg baru ini, seperti masih punya beban utang yg cukup besar, masih social smoker & memiliki double standard, serta motivasi utama adalah untuk kemudahan booking ticketing onsite service anak mrk.

Singkat cerita kami memutuskan utk hold mereka dulu sementara waktu (1-2minggu) utk mrk memulai pelayanan, demi menjaga kondusifitas kedua belah pihak ( DM & JPCC).
Akan tetapi hal tsb membuat mereka sangat marah thd kami, termasuk memaki-maki kami didepan DL kami yg terdahulu.
Fnally mrk memutuskan utk keluar dari date. 

Nah hal itulah yg kemudian mempengaruhi judgement Yosep Putri thd kami sbg  DL, dan pada akhirnya membuat mrk juga memutuskan utk pindah date.

Untuk diketahui bersama, keputusan yg kami buat itu tidak berdasarkan keputusan sepihak, akan tetapi sudah dikoordinasikan dengan chain of command kami yaitu DF  dan sudah disetujui.

Demikian hal ini kami sampaikan untuk bisa dipahami bersama perihal kepindahan Yosep Putri  ke date Jagakarsa 1.

Sincerely yours,
DaNa ( Daniel & Christina)",batch : 43 of 48 row: 7,alasan_DATE,92%,"konflik DATE, pindah DATE, masalah leader"
Pindah date ke Thamrin 2,batch : 43 of 48 row: 8,alasan_DATE,90%,"pindah date, DATE change, Thamrin"
double registration,batch : 43 of 48 row: 9,Admin,90%,"double registration, duplikasi, admin error"
double,batch : 43 of 48 row: 10,Admin,85%,"double, duplikasi, error"
ada alasan pribadi,batch : 44 of 48 row: 1,others,45%,"alasan pribadi, tidak spesifik, ambigu"
DM Meninggal,batch : 44 of 48 row: 2,others,95%,"meninggal, wafat, kondisi ekstrem"
Akun nya ada 2 yang terdaftar. Mau di maintain hanya 1 buah,batch : 44 of 48 row: 3,Admin,90%,"duplikasi akun, maintenance, kesalahan administratif"
pindah lokasi Date,batch : 44 of 48 row: 4,alasan_DATE,85%,"pindah lokasi, DATE, relokasi grup"
Transfer ke date Cipete 2,batch : 44 of 48 row: 5,alasan_DATE,90%,"transfer, DATE Cipete, pindah grup"
other...,batch : 44 of 48 row: 6,others,70%,"other, tidak jelas, ambigu"
mau coba Date yg lain,batch : 44 of 48 row: 7,alasan_DATE,85%,"coba DATE lain, pindah grup, eksplorasi"
"pindah domisili tempat tinggal, jauh dari date sehingga susah untuk hadir",batch : 44 of 48 row: 8,lokasi,92%,"pindah domisili, jauh, relokasi geografis"
"Pindah date ke alam sutera 26 date couple , tidak bisa ditrasfer karena di app tidalk muncul date  alam sutera 26, jadi saya remov",batch : 44 of 48 row: 9,alasan_DATE,88%,"pindah DATE, alam sutera, transfer grup"
ga sengaja kepencet approve member..,batch : 44 of 48 row: 10,Admin,95%,"kesalahan, tidak sengaja, human error"
pindah Gereja,batch : 45 of 48 row: 1,tertanam_di_gereja_lain,85%,"pindah gereja, gereja lain"
alasan pribadi,batch : 45 of 48 row: 2,others,45%,"alasan pribadi, tidak spesifik"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 3,alasan_DATE,75%,"lokasi date, waktu tidak sesuai"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 4,alasan_DATE,75%,"lokasi date, waktu tidak sesuai"
kesepakatan bersama karena ada masalah internal,batch : 45 of 48 row: 5,alasan_DATE,70%,"masalah internal, kesepakatan"
Pindah ke Australia,batch : 45 of 48 row: 6,lokasi,95%,"pindah Australia, relokasi"
sudah masuk di date lain dengan email lain,batch : 45 of 48 row: 7,tertanam_di_gereja_lain,90%,"date lain, email baru"
ybs pindah gereja lain,batch : 45 of 48 row: 8,tertanam_di_gereja_lain,85%,pindah gereja lain
akan jarang datang ke date,batch : 45 of 48 row: 9,waktu_tidak_sesuai,70%,"jarang datang, komitmen waktu"
sistem,batch : 45 of 48 row: 10,Admin,80%,"sistem, error administratif"
Test,batch : 46 of 48 row: 1,others,95%,"test, unclear, insufficient"
tidak sesuai dengan value DL dan ingin mencari DATE lain,batch : 46 of 48 row: 2,alasan_DATE,90%,"value DL, DATE lain, tidak sesuai"
etc,batch : 46 of 48 row: 3,others,95%,"etc, unclear, insufficient"
Move to Bali,batch : 46 of 48 row: 4,lokasi,95%,"Move, Bali, relokasi"
ibadah di gereja lain..,batch : 46 of 48 row: 5,tertanam_di_gereja_lain,90%,"ibadah, gereja lain, tertanam"
pindah domisili,batch : 46 of 48 row: 6,lokasi,95%,"pindah domisili, relokasi, lokasi"
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 7,alasan_DATE,85%,"tertanam, Date Depok 5, tidak berkomitmen"
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 8,alasan_DATE,85%,"tertanam, Date Depok 5, tidak berkomitmen"
Pindah Kerja,batch : 46 of 48 row: 9,perbedaan_musim_kehidupan,85%,"Pindah Kerja, karier, perubahan"
seharusnya masih probation,batch : 46 of 48 row: 10,Admin,90%,"probation, administratif, status"
pindah ke Sydney,batch : 47 of 48 row: 1,lokasi,95%,"pindah, Sydney, relokasi"
pindah ke date lain,batch : 47 of 48 row: 2,alasan_DATE,90%,"pindah date, keluar DATE, date lain"
"kiki merasa ada konflik dgn DM lainnya namun ketika ingin diselesaikan bersama dengan 1 on 1, kiki mengatakan kalau tidak bersedia dan memilih keluar dari DATE. sangat disayangkan namun kami juga telah menyampaikan dan menghormati keputusan ybs",batch : 47 of 48 row: 3,alasan_DATE,85%,"konflik DM, keluar DATE, tidak bersedia"
Ingin mencari date baru,batch : 47 of 48 row: 4,alasan_DATE,80%,"cari date baru, pindah DATE, date lain"
other,batch : 47 of 48 row: 5,others,95%,"tidak jelas, ambigu, other"
sudah lama tdk pernah hadir dan tanpa info,batch : 47 of 48 row: 6,tidak_ada_respon,90%,"tidak hadir, tanpa info, lama"
"pindah rumah, shg lokasi date jauh dari rumah",batch : 47 of 48 row: 7,lokasi,88%,"pindah rumah, lokasi jauh, relokasi"
DATE saat ini bukan prioritas untuk Nita,batch : 47 of 48 row: 8,perbedaan_musim_kehidupan,75%,"bukan prioritas, perubahan fase, musim kehidupan"
other,batch : 47 of 48 row: 9,others,95%,"tidak jelas, ambigu, other"
meninggal dunia,batch : 47 of 48 row: 10,others,90%,"meninggal, wafat, kondisi ekstrem"
salah klik accept 2x,batch : 48 of 48 row: 1,Admin,95%,"salah klik, accept, error"
Mau ganti Akun,batch : 48 of 48 row: 2,Admin,90%,"ganti akun, administratif, perubahan data"
Devi pindah ke Bali for good,batch : 48 of 48 row: 3,lokasi,98%,"pindah, Bali, relokasi"
other,batch : 48 of 48 row: 4,others,85%,"other, tidak jelas, ambigu"
other...,batch : 48 of 48 row: 5,others,85%,"other, tidak jelas, ambigu"
Andrew mencari DATE yg full onsite,batch : 48 of 48 row: 6,alasan_DATE,88%,"DATE, full onsite, preferensi"
