delete_reason,batch,Final label,Confidence,Keywords
Cuti date karena fokus ke anak,batch : 38 of 48 row: 6,perbedaan_musim_kehidupan,97%,"fokus anak, cuti, anak"
Cuti date karena mau fokus ke anak,batch : 38 of 48 row: 7,perbedaan_musim_kehidupan,97%,"fokus anak, cuti, anak"
For good ke surabaya. Sudah tidak di jakarta,batch : 38 of 48 row: 8,lokasi,99%,"surabaya, jakarta, for good"
waktu DATE bentrok dengan pekerjaan dan aktivitas keluarga,batch : 38 of 48 row: 9,waktu_tidak_sesuai,99%,"bentrok, pekerjaan, keluarga"
waktu DATE bentrok dengan pekerjaan,batch : 38 of 48 row: 10,waktu_tidak_sesuai,99%,"bentrok, pekerjaan, waktu"
Jadwal untuk DATE sudah tidak cocok,batch : 39 of 48 row: 1,alasan_DATE,97%,"jadwal, DATE, tidak cocok"
"Saat ini Dika sudah pindah ke Medan sudah hanpir 2 tahun, dan bulan 3 memutuskan utk menikah dan pindah gereja Advent.",batch : 39 of 48 row: 2,lokasi,99%,"pindah, Medan, menikah"
"Sudah tidak hadir DATE lebih dari setengah tahun ke belakang, kita mau let go supaya dapat mengakomodasi new DM",batch : 39 of 48 row: 3,alasan_DATE,95%,"tidak hadir, DATE, new DM"
Pindah domisili bekasi sehingga tidak lagi bisa aktif di DATE karena akan mulai onsite,batch : 39 of 48 row: 4,lokasi,99%,"pindah domisili, Bekasi, onsite"
Member pindah ke gereja lain untuk beribadah dan pelayanan mengikuti keluarganya,batch : 39 of 48 row: 5,tertanam_di_gereja_lain,98%,"gereja lain, keluarga, pelayanan"
no longer attending date for more than a year. And our date has changed location.,batch : 39 of 48 row: 6,lokasi,92%,"changed location, no longer attending, date"
Ingin pidah Date tapi masih belom pasti kapan dan dimananya,batch : 39 of 48 row: 7,alasan_DATE,90%,"pindah Date, belum pasti, kapan"
Pindah ke Surabaya dan berjemaat di greja lokal di SBY,batch : 39 of 48 row: 8,lokasi,99%,"Surabaya, pindah, gereja lokal"
Karena ybs sdh tdk aktif selama sejak April 2021 dan tdk respon setiap di wa dan ditelepon,batch : 39 of 48 row: 9,tidak_ada_respon,98%,"tidak respon, wa, telepon"
"Pindah rumah, tidak hadir date",batch : 39 of 48 row: 10,lokasi,97%,"pindah rumah, tidak hadir, date"
"Pindah rumah, tidak hadir date",batch : 40 of 48 row: 1,lokasi,95%,"pindah rumah, tidak hadir, date"
Tidak pernah hadir date sejak pandemi,batch : 40 of 48 row: 2,tidak_ada_respon,90%,"tidak pernah hadir, sejak pandemi, date"
Tidak pernah hadir date sejak pandemi,batch : 40 of 48 row: 3,tidak_ada_respon,90%,"tidak pernah hadir, sejak pandemi, date"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 4,alasan_DATE,96%,"Date multi, mencari Date, lain"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 5,alasan_DATE,96%,"Date multi, mencari Date, lain"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 6,alasan_DATE,96%,"Date multi, mencari Date, lain"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 7,alasan_DATE,96%,"Date multi, mencari Date, lain"
DM pindah kota setelah menikah,batch : 40 of 48 row: 8,lokasi,98%,"pindah kota, menikah, DM"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 9,alasan_DATE,96%,"Date multi, mencari Date, lain"
"Date multi, DM mencari Date yang lain",batch : 40 of 48 row: 10,alasan_DATE,96%,"Date multi, mencari Date, lain"
sudah pindah lokasi kerja di jakarta,batch : 41 of 48 row: 1,lokasi,98%,"pindah, jakarta, kerja"
Double entry (member unable to open acct so he created another one).,batch : 41 of 48 row: 2,Admin,92%,"double entry, account, admin"
tempat tinggal sudah pindah ke daerah barat,batch : 41 of 48 row: 3,lokasi,97%,"pindah, tempat tinggal, barat"
"Rencana akan pindah date baru, tapi mau trial dulu sementara akan jadi partner",batch : 41 of 48 row: 4,alasan_DATE,95%,"pindah date, trial, partner"
"tidak pernah hadir date, sudah diberikan kesempatan untuk mencoba date di dekat tempat tinggal (bekasi) tetapi tidak komit juga kehadirannya.",batch : 41 of 48 row: 5,tidak_ada_respon,96%,"tidak hadir, tidak komit, bekasi"
"tidak pernah hadir date, sudah diberikan kesempatan untuk mencoba date di dekat tempat tinggal (bekasi) tetapi tidak komit juga kehadirannya.",batch : 41 of 48 row: 6,tidak_ada_respon,96%,"tidak hadir, tidak komit, bekasi"
"Julia mengundurkan diri dari Date, karena waktu untuk date bentrok dengan waktu kerja.",batch : 41 of 48 row: 7,waktu_tidak_sesuai,98%,"bentrok, kerja, waktu"
"Can't be reached, more than 3 months without any response in date. and we already suggest an other Date to her, but still doesn't hv any response. so i think, she didnt want to join in a date.",batch : 41 of 48 row: 8,tidak_ada_respon,94%,"can't be reached, no response, date"
He decided to move into new church. Same reason as his wife.,batch : 41 of 48 row: 9,tertanam_di_gereja_lain,97%,"move church, another church, wife"
She decided to move into another church closer to her house because she just having a baby. Also it’s too hard for her to get a seat every sunday.,batch : 41 of 48 row: 10,perbedaan_musim_kehidupan,96%,"baby, another church, house"
never came because it has moved place,batch : 42 of 48 row: 1,others,78%,"never came, moved place"
moved out of town for work.,batch : 42 of 48 row: 2,lokasi,97%,"moved, out of town"
never came to date for 6 months,batch : 42 of 48 row: 3,tidak_ada_respon,95%,"never came, 6 months"
never came to date for 6 months,batch : 42 of 48 row: 4,tidak_ada_respon,95%,"never came, 6 months"
Harris back for good to melbourne,batch : 42 of 48 row: 5,lokasi,92%,"back, Melbourne"
DM tidak bisa aktif di DATE dan memutuskan utk vakum sementara sambil mencari NEW DATE yg lebih dekat dg rumahnya,batch : 42 of 48 row: 6,lokasi,94%,"vakum, lebih dekat, rumah"
DM tidak bisa aktif di DATE dan memutuskan utk vakum sementara sambil mencari NEW DATE yg lebih dekat dg rumahnya,batch : 42 of 48 row: 7,lokasi,94%,"vakum, lebih dekat, rumah"
tidak joint Date lg krn pindah tmpt tinggal dan mau mencari komunitas bible study,batch : 42 of 48 row: 8,lokasi,96%,"pindah, tempat tinggal"
salah penempatan usia kategori married couple,batch : 42 of 48 row: 9,Admin,98%,"salah penempatan, usia"
salah penempatan usia kategori married couples,batch : 42 of 48 row: 10,Admin,98%,"salah penempatan, usia"
"Mengundurkan diri krn keterbatasan waktu, krn memiliki anak yg msh toddler yg blum bs ditinggal ataupun dibawa",batch : 43 of 48 row: 1,perbedaan_musim_kehidupan,92%,"anak, toddler, keterbatasan waktu"
Memutuskan untuk off dulu dari date,batch : 43 of 48 row: 2,alasan_DATE,88%,"off dulu, date, memutuskan"
Memutuskan untuk off dulu dari date,batch : 43 of 48 row: 3,alasan_DATE,88%,"off dulu, date, memutuskan"
Pindah kerja ke luar negeri dgn pasangan,batch : 43 of 48 row: 4,lokasi,97%,"luar negeri, pindah kerja, pasangan"
Pindah kerja ke luar negeri dgn pasangan,batch : 43 of 48 row: 5,lokasi,97%,"luar negeri, pindah kerja, pasangan"
For a year never came to Date,batch : 43 of 48 row: 6,tidak_ada_respon,90%,"never came, Date, for a year"
"diluar jakarta kerjanya, dan tidak berdomisili di jkt lg",batch : 43 of 48 row: 7,lokasi,95%,"luar jakarta, tidak berdomisili, kerja"
Pindah kota ke tempat yang baru,batch : 43 of 48 row: 8,lokasi,99%,"pindah kota, tempat baru, baru"
Karena telah for good untuk kembali ke kota kelahiran,batch : 43 of 48 row: 9,lokasi,93%,"kota kelahiran, for good, kembali"
Cari date merrid couple dan pindah lokasi rumah,batch : 43 of 48 row: 10,lokasi,84%,"pindah lokasi, rumah, couple"
Nolonger in jpccc and out of town,batch : 44 of 48 row: 1,lokasi,96%,"out of town, jpccc"
"belum date member, namun terdaftar karena masuk database, istrinya yg dm duluan. jd derry yg sebagai suaminya dan non dm, kita remove lagi sampai ada konfirmasi lanjutan.",batch : 44 of 48 row: 2,Admin,95%,"belum date member, database"
double data di sistem jd satunya akan kami remove.,batch : 44 of 48 row: 3,Admin,98%,"double data, remove"
Tidak biaa hadir selama 6 bulan lebih,batch : 44 of 48 row: 4,tidak_ada_respon,88%,"tidak bisa hadir, 6 bulan"
Sementara waktu Leave group date untuk ambil waktu sendiri,batch : 44 of 48 row: 5,perbedaan_musim_kehidupan,84%,"leave group, ambil waktu"
di luar kota .. berjemaat di gereja lain,batch : 44 of 48 row: 6,lokasi,97%,"di luar kota, gereja lain"
Pindah di Kamboja dalam waktu yang lama (beberapa tahun kedepan),batch : 44 of 48 row: 7,lokasi,98%,"Pindah, Kamboja"
karena date member belum aktif,batch : 44 of 48 row: 8,alasan_DATE,93%,"date member, belum aktif"
Want to change date location that can attend onsite,batch : 44 of 48 row: 9,alasan_DATE,90%,"change date location, onsite"
Want to change date location that can attend onsite,batch : 44 of 48 row: 10,alasan_DATE,90%,"change date location, onsite"
Mau pindah date ke daerah baru di pejaten,batch : 45 of 48 row: 1,alasan_DATE,98%,"pindah date, daerah baru"
Mau pindah date ke daerah baru di pejaten,batch : 45 of 48 row: 2,alasan_DATE,98%,"pindah date, daerah baru"
"Sibuk bekerja, belum bisa date dulu sementara waktu",batch : 45 of 48 row: 3,waktu_tidak_sesuai,96%,"sibuk bekerja, sementara"
Sudah tidak aktif lagi di date,batch : 45 of 48 row: 4,alasan_DATE,95%,"tidak aktif, date"
Pindah lokasi tinggal jadi pindah lokasi date,batch : 45 of 48 row: 5,lokasi,99%,"pindah lokasi, tinggal"
"Pindah domisili ke Bali, sudah join komsel di Hillsong Bali, masih tetap join di grup, sesekali bisa untuk join DATE online",batch : 45 of 48 row: 6,lokasi,99%,"pindah domisili, Bali"
"Cuti 6 bln karena kuliah S2 bentrok 1 semester ke depan, tapi akan join lagi nanti setelah cuti, dan masih tetap di grup",batch : 45 of 48 row: 7,perbedaan_musim_kehidupan,97%,"kuliah S2, cuti"
"Tdk pernah datang date, undangan date tdk direspon, dianjurkan pindah date juga tdk direspon, tdk pernah ada keterangan.",batch : 45 of 48 row: 8,tidak_ada_respon,99%,"tidak direspon, tidak pernah datang"
"Hari Rabu, Tessa bekerja sampai malam, sehingga tidak bisa ikut date. Dan saat ini, Tessa sudah mulai tertanam di Date lain di hari Kamis.",batch : 45 of 48 row: 9,waktu_tidak_sesuai,94%,"bekerja sampai malam, Rabu"
Verra sudah meNikah dan tinggal di bogor sama suami,batch : 45 of 48 row: 10,perbedaan_musim_kehidupan,98%,"menikah, tinggal bogor"
"Pindah ke DATE Tanjung Duren 7. tapi status DATEnya penuh, jadi tidak bisa ditransfer",batch : 46 of 48 row: 1,alasan_DATE,96%,"pindah DATE, status penuh, tidak bisa ditransfer"
Tidak bisa komit di date krn di tahun 2023 ini punya plan untuk reorganize Prioritas pribadi,batch : 46 of 48 row: 2,perbedaan_musim_kehidupan,84%,"prioritas pribadi, reorganize, komit"
pindah gereja. Sudah lama tidak DATE,batch : 46 of 48 row: 3,tertanam_di_gereja_lain,95%,"pindah gereja, tidak DATE, gereja lain"
Sudah keluar negri dan tidak bisa datang date lg..,batch : 46 of 48 row: 4,lokasi,99%,"keluar negeri, tidak bisa datang, date"
sudah 2 tahun tidak DATE dan susah untuk dicontact,batch : 46 of 48 row: 5,tidak_ada_respon,93%,"tidak DATE, susah dicontact, 2 tahun"
Belum menjadi DM hanya teregistrasi utk ibadah minggu onsite,batch : 46 of 48 row: 6,Admin,98%,"belum menjadi DM, terregistrasi, admin"
"Date mulai full offline, dan saat ini Rach tinggal di Gading Serpong. Jadi tidak memungkinkan untuk join date offline di Tebet",batch : 46 of 48 row: 7,lokasi,97%,"tinggal jauh, Gading Serpong, Tebet"
Sudah tidak pernah datang date,batch : 46 of 48 row: 8,tidak_ada_respon,96%,"tidak pernah datang, tidak hadir, DATE"
"Date kembali diadakan offline, dan rumahnya jauh ke lokasi date saat ini. Mau mencari date yang lokasiny lebih dekat",batch : 46 of 48 row: 9,lokasi,95%,"rumah jauh, lokasi date, lebih dekat"
Duplicate. Double member dengan email dan phone number yg sama,batch : 46 of 48 row: 10,Admin,99%,"duplicate, double member, email phone"
"never show up in date, never reply my message",batch : 47 of 48 row: 1,tidak_ada_respon,96%,"never show up, never reply, message"
pindah ke luar pulau sudah ketemu gereja lokal juga disana.,batch : 47 of 48 row: 2,lokasi,98%,"pindah, luar pulau, gereja lokal"
DM already passed away. RIP Kak Ully.,batch : 47 of 48 row: 3,others,99%,"passed away, RIP, DM"
Not active member since last year,batch : 47 of 48 row: 4,others,72%,"not active, since last year"
Not active member since last year,batch : 47 of 48 row: 5,others,72%,"not active, since last year"
Not active member since last year,batch : 47 of 48 row: 6,others,72%,"not active, since last year"
Not active member since last year,batch : 47 of 48 row: 7,others,72%,"not active, since last year"
Terakhir date tanggal 17 juli 2022 dan sudah tidak ada kabar dari akhir oktober 2022.,batch : 47 of 48 row: 8,tidak_ada_respon,94%,"tidak ada kabar, akhir oktober, date"
Finding new date near with office,batch : 47 of 48 row: 9,waktu_tidak_sesuai,90%,"new date, near office, office"
Finding new date near with office,batch : 47 of 48 row: 10,waktu_tidak_sesuai,90%,"new date, near office, office"
Finding new date near with office,batch : 48 of 48 row: 1,alasan_DATE,86%,"new date, office, near"
Finding new date near with office,batch : 48 of 48 row: 2,alasan_DATE,86%,"new date, office, near"
Moving to bali for good opportunities,batch : 48 of 48 row: 3,lokasi,97%,"moving, bali, good"
DATE member terkait pindah kuliah ke negara lain,batch : 48 of 48 row: 4,lokasi,95%,"pindah kuliah, negara lain, DATE"
Member is busy at work and family life at the moment. Prefer to be a partner at the meantime.,batch : 48 of 48 row: 5,perbedaan_musim_kehidupan,84%,"work, family life, partner"
Member is busy at work and often have to travel for work. Prefer to be a partner at the meantime.,batch : 48 of 48 row: 6,waktu_tidak_sesuai,92%,"busy at work, travel, partner"
