delete_reason,batch,Final label,Confidence,Keywords
DM Meninggal,batch : 44 of 48 row: 2,others,99%,"meninggal, DM"
Akun nya ada 2 yang terdaftar. Mau di maintain hanya 1 buah,batch : 44 of 48 row: 3,Admin,98%,"akun ganda, maintain"
pindah lokasi Date,batch : 44 of 48 row: 4,alasan_DATE,99%,"pindah date, date"
Transfer ke date Cipete 2,batch : 44 of 48 row: 5,alasan_DATE,97%,"transfer, date cipete"
other...,batch : 44 of 48 row: 6,others,88%,"other, tidak jelas"
mau coba Date yg lain,batch : 44 of 48 row: 7,alasan_DATE,95%,"date lain, coba"
"pindah domisili tempat tinggal, jauh dari date sehingga susah untuk hadir",batch : 44 of 48 row: 8,lokasi,96%,"pindah domisili, jauh"
"Pindah date ke alam sutera 26 date couple , tidak bisa ditrasfer karena di app tidalk muncul date  alam sutera 26, jadi saya remov",batch : 44 of 48 row: 9,alasan_DATE,98%,"pindah date, app"
ga sengaja kepencet approve member..,batch : 44 of 48 row: 10,Admin,99%,"kepencet, approve"
pindah Gereja,batch : 45 of 48 row: 1,tertanam_di_gereja_lain,92%,"pindah, gereja"
alasan pribadi,batch : 45 of 48 row: 2,others,88%,"alasan, pribadi"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 3,waktu_tidak_sesuai,95%,"lokasi, waktu, sesuai"
jarang hadir krn lokasi date dan wkt yg kurang sesuai,batch : 45 of 48 row: 4,waktu_tidak_sesuai,95%,"lokasi, waktu, sesuai"
kesepakatan bersama karena ada masalah internal,batch : 45 of 48 row: 5,alasan_DATE,90%,"masalah, internal"
Pindah ke Australia,batch : 45 of 48 row: 6,lokasi,98%,"Australia, pindah"
sudah masuk di date lain dengan email lain,batch : 45 of 48 row: 7,alasan_DATE,93%,"date, lain, email"
ybs pindah gereja lain,batch : 45 of 48 row: 8,tertanam_di_gereja_lain,96%,"pindah, gereja"
akan jarang datang ke date,batch : 45 of 48 row: 9,waktu_tidak_sesuai,84%,"jarang, datang, date"
sistem,batch : 45 of 48 row: 10,Admin,90%,"sistem, data"
Test,batch : 46 of 48 row: 1,others,99%,Test
tidak sesuai dengan value DL dan ingin mencari DATE lain,batch : 46 of 48 row: 2,alasan_DATE,96%,"value DL, DATE lain"
etc,batch : 46 of 48 row: 3,others,95%,etc
Move to Bali,batch : 46 of 48 row: 4,lokasi,99%,"Move, Bali"
ibadah di gereja lain..,batch : 46 of 48 row: 5,tertanam_di_gereja_lain,98%,"gereja lain, ibadah"
pindah domisili,batch : 46 of 48 row: 6,lokasi,98%,pindah domisili
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 7,alasan_DATE,97%,"tidak berkomitmen, Date Depok 5"
tidak berkomitmen untuk tertanam di Date Depok 5,batch : 46 of 48 row: 8,alasan_DATE,97%,"tidak berkomitmen, Date Depok 5"
Pindah Kerja,batch : 46 of 48 row: 9,perbedaan_musim_kehidupan,72%,Pindah Kerja
seharusnya masih probation,batch : 46 of 48 row: 10,Admin,94%,"probation, seharusnya"
pindah ke Sydney,batch : 47 of 48 row: 1,lokasi,99%,"pindah, Sydney, lokasi"
pindah ke date lain,batch : 47 of 48 row: 2,alasan_DATE,98%,"date lain, pindah, DATE"
"kiki merasa ada konflik dgn DM lainnya namun ketika ingin diselesaikan bersama dengan 1 on 1, kiki mengatakan kalau tidak bersedia dan memilih keluar dari DATE. sangat disayangkan namun kami juga telah menyampaikan dan menghormati keputusan ybs",batch : 47 of 48 row: 3,alasan_DATE,97%,"konflik, DM, keluar"
Ingin mencari date baru,batch : 47 of 48 row: 4,alasan_DATE,96%,"date baru, mencari, DATE"
other,batch : 47 of 48 row: 5,others,100%,other
sudah lama tdk pernah hadir dan tanpa info,batch : 47 of 48 row: 6,tidak_ada_respon,99%,"tidak hadir, tanpa info, lama"
"pindah rumah, shg lokasi date jauh dari rumah",batch : 47 of 48 row: 7,lokasi,98%,"pindah rumah, jauh, lokasi"
DATE saat ini bukan prioritas untuk Nita,batch : 47 of 48 row: 8,others,88%,"bukan prioritas, Nita, DATE"
other,batch : 47 of 48 row: 9,others,100%,other
meninggal dunia,batch : 47 of 48 row: 10,others,99%,meninggal dunia
salah klik accept 2x,batch : 48 of 48 row: 1,Admin,98%,"salah klik, accept, human error"
Mau ganti Akun,batch : 48 of 48 row: 2,Admin,95%,"ganti akun, akun, data"
Devi pindah ke Bali for good,batch : 48 of 48 row: 3,lokasi,99%,"pindah, Bali, for good"
other,batch : 48 of 48 row: 4,others,99%,"other, unclear, ambiguous"
other...,batch : 48 of 48 row: 5,others,99%,"other, unclear, ambiguous"
Andrew mencari DATE yg full onsite,batch : 48 of 48 row: 6,alasan_DATE,93%,"DATE, full onsite, onsite"
